show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s280,Movie,Forgotten Empire,,"Aarav Cohen, Wei Rossi, Nina Rossi, Fatima Cohen",,"May 14, 2018",2013,PG-13,78 min,"Action & Adventure, Children & Family Movies",A gripping story that follows unexpected turns as characters confront their past.
s1035,TV Show,Golden Storm,,,Brazil,"January 25, 2018",2012,TV-14,2 Seasons,"TV Action & Adventure, International TV Shows",A suspenseful ride following a group determined to uncover the truth.
s270,TV Show,Dark Whisper,,"Noah Nakamura, Sofia Khan, Diego Costa, Sofia Garcia",United States,"April 11, 2023",2023,TV-MA,2 Seasons,"Crime TV Shows, Kids' TV",An emotional journey that blends humor and heartbreak in equal measure.
s97,TV Show,Sacred Streets,,"Daniel Johnson, Meera Nguyen, Aiko Müller, Aiko Kim, Yuki Müller",Japan,"April 14, 2023",2010,TV-Y7,5 Seasons,"TV Action & Adventure, Reality TV, Crime TV Shows","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s211,TV Show,Dark Frontier,,"Carlos Nakamura, Sofia Costa, Kenji Fernandez, Wei Rossi, Yuki Garcia",Nigeria,"February 1, 2024",2023,TV-14,1 Season,Crime TV Shows,"A tightly wound story exploring family, betrayal, and the search for belonging."
s570,Movie,Last Journey,Priya Tanaka,"James Nakamura, Grace Garcia",United Kingdom,"March 17, 2020",2016,PG-13,124 min,"Dramas, Action & Adventure",An emotional journey that blends humor and heartbreak in equal measure.
s1225,Movie,Dark Whisper,Elena Nguyen,"Noah Rossi, Lucas Nakamura, Yuki Johnson",United States,"September 1, 2014",2005,TV-MA,161 min,Thrillers,"A tightly wound story exploring family, betrayal, and the search for belonging."
s872,Movie,Lost Kingdom,Yuki Dubois,,Italy,"July 9, 2015",2010,PG-13,162 min,Horror Movies,An emotional journey that blends humor and heartbreak in equal measure.
s533,Movie,Crimson Frontier,Diego Park,,Germany,"June 22, 2023",2021,R,109 min,"Comedies, Independent Movies, Documentaries","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1222,Movie,Frozen Mirror,Elena Johnson,,,"April 7, 2019",2015,R,96 min,Thrillers,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1100,Movie,Wild River,,"Noah Müller, Diego Kim, Daniel Silva, Lucas Silva",Japan,"June 27, 2020",2012,R,97 min,"Thrillers, Comedies",An emotional journey that blends humor and heartbreak in equal measure.
s713,Movie,Endless Skyline,Amara Khan,"Elena Johnson, Lucas Nakamura, Noah Dubois",United Kingdom,"May 10, 2020",2015,R,107 min,Children & Family Movies,"A tightly wound story exploring family, betrayal, and the search for belonging."
s78,Movie,Frozen Empire,Liam Khan,,United States,"April 3, 2017",2011,TV-14,151 min,"Sci-Fi & Fantasy, Action & Adventure",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s264,Movie,Endless Kingdom,,"Liam Müller, Diego Khan, Carlos Brown, Yuki Brown, Amara Park",India,"April 4, 2023",2007,R,72 min,"Sci-Fi & Fantasy, Thrillers","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1171,Movie,Golden Legacy,Yuki Fernandez,,United States,"July 18, 2017",2014,R,137 min,Dramas,A gripping story that follows unexpected turns as characters confront their past.
s150,Movie,Lost River,Grace Johnson,"Aarav Nakamura, Daniel Dubois, Nina Rossi",India,"April 12, 2020",2020,TV-MA,151 min,Horror Movies,A gripping story that follows unexpected turns as characters confront their past.
s470,Movie,Broken Whisper,Sofia Nguyen,"Noah Fernandez, Kenji Rossi, Meera Brown, Liam Tanaka",Spain,"May 24, 2018",2013,TV-MA,70 min,Independent Movies,"A tightly wound story exploring family, betrayal, and the search for belonging."
s565,TV Show,Shattered Shadows: Circle,,"Fatima Park, James Kim, Lucas Patel, Kenji Brown, Yuki Sharma",Nigeria,"January 13, 2019",2010,TV-MA,2 Seasons,"Romantic TV Shows, Reality TV, Crime TV Shows",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s462,Movie,Broken River,,"Meera Cohen, Grace Johnson, Kenji Silva",South Korea,"January 6, 2024",2024,PG-13,105 min,"Comedies, Sci-Fi & Fantasy","A tightly wound story exploring family, betrayal, and the search for belonging."
s897,Movie,Sacred Garden,Nina Brown,,France,"March 3, 2020",2009,TV-MA,77 min,"Horror Movies, Romantic Movies, Dramas","A tightly wound story exploring family, betrayal, and the search for belonging."
s696,Movie,Forgotten Legacy,Wei Patel,,United States,"November 7, 2024",2024,TV-14,80 min,Comedies,An emotional journey that blends humor and heartbreak in equal measure.
s1176,Movie,Endless Horizon,Carlos Cohen,"Nina Johnson, Daniel Patel, Kenji Sharma, Noah Sharma",Italy,"June 24, 2019",2010,TV-14,136 min,"Romantic Movies, Dramas",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s929,Movie,Quiet Harbor,Noah Rossi,,Spain,"January 5, 2024",2019,TV-14,161 min,Documentaries,A gripping story that follows unexpected turns as characters confront their past.
s587,TV Show,Silent River: Circle,,,United States,"May 17, 2016",2016,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",A gripping story that follows unexpected turns as characters confront their past.
s244,TV Show,Distant River: Diaries,,"Lucas Khan, Meera Garcia, Elena Sharma, Carlos Tanaka, Priya Nakamura",Mexico,"August 2, 2019",2007,TV-G,2 Seasons,"TV Comedies, TV Dramas",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1112,TV Show,Forgotten Whisper: Diaries,,"Meera Tanaka, Daniel Johnson",  Japan  ,"November 2, 2023",2019,TV-MA,3 Seasons,International TV Shows,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s752,TV Show,Broken Shadows,,"Lucas Rossi, Fatima Tanaka, Lucas Müller, Yuki Sharma, Sofia Fernandez",United Kingdom,"July 16, 2022",2022,TV-14,4 Seasons,Reality TV,"Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s649,TV Show,Distant Skyline: Tapes,,"Yuki Khan, Liam Cohen",India,"March 18, 2020",2020,TV-G,4 Seasons,"Kids' TV, TV Action & Adventure, Romantic TV Shows",A suspenseful ride following a group determined to uncover the truth.
s1191,Movie,Silent Streets,,"Wei Sharma, Noah Nguyen, Lucas Park, Kenji Rossi, James Silva",india,"March 9, 2020",2013,TV-14,148 min,"Comedies, Independent Movies, Thrillers","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s596,TV Show,Wild Empire,,"Meera Nguyen, Kenji Cohen, Noah Johnson, Yuki Cohen, Noah Brown",United States,"September 17, 2024",2016,TV-MA,2 Seasons,TV Dramas,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s314,TV Show,Endless River,,"Aarav Tanaka, Daniel Costa",France,"May 20, 2018",2014,TV-14,1 Season,"Reality TV, International TV Shows","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s934,Movie,Quiet Echoes,Liam Nakamura,,India,"October 6, 2018",2005,R,142 min,Independent Movies,A gripping story that follows unexpected turns as characters confront their past.
s156,TV Show,Dark Shadows,Carlos Müller,"Grace Khan, Amara Nguyen, Fatima Costa",Nigeria,"July 23, 2021",2021,TV-G,5 Seasons,Kids' TV,A suspenseful ride following a group determined to uncover the truth.
s1151,TV Show,Endless Empire,,"Kenji Silva, Liam Garcia, Kenji Müller",Japan,"July 24, 2019",2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1000,Movie,Forgotten Skyline,Elena Rossi,"Diego Fernandez, Grace Dubois, Priya Nguyen",Germany,"September 27, 2021",2013,G,67 min,Comedies,A gripping story that follows unexpected turns as characters confront their past.
s1047,Movie,Quiet Skyline,Elena Khan,,,"February 22, 2019",2012,TV-MA,85 min,"Sci-Fi & Fantasy, Action & Adventure, Horror Movies","A tightly wound story exploring family, betrayal, and the search for belonging."
s26,TV Show,Last Frontier,,,,"May 10, 2019",2019,TV-14,2 Seasons,"TV Action & Adventure, Kids' TV","A tightly wound story exploring family, betrayal, and the search for belonging."
s197,Movie,Burning Streets,Fatima Costa,"Diego Tanaka, Aiko Cohen",,"November 25, 2022",2007,G,92 min,"Thrillers, Action & Adventure","A tightly wound story exploring family, betrayal, and the search for belonging."
s1089,Movie,Forgotten Frontier,Meera Patel,"Diego Tanaka, Daniel Nakamura, Sofia Park, Daniel Brown, Daniel Nguyen",United Kingdom,"April 16, 2018",2018,R,179 min,"Comedies, Sci-Fi & Fantasy",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s16,Movie,Silent Echoes,Sofia Costa,,Canada,"August 25, 2024",2021,PG,128 min,Action & Adventure,A gripping story that follows unexpected turns as characters confront their past.
s884,Movie,Last Horizon,,"Priya Garcia, Grace Müller, Noah Brown, Fatima Sharma",japan,"April 21, 2023",2023,R,72 min,Independent Movies,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s622,TV Show,Crimson Storm,,"Nina Khan, Elena Nakamura, Grace Khan, Amara Dubois",Spain,"May 9, 2019",2017,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, Anime Series","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s1051,Movie,Hidden Mirror,,,Germany,"January 3, 2024",2024,PG,163 min,"Documentaries, Action & Adventure",A gripping story that follows unexpected turns as characters confront their past.
s1068,Movie,Hidden Skyline,Wei Kim,"Amara Costa, Meera Nguyen, Amara Nakamura, Meera Park",,"October 1, 2020",2008,TV-MA,168 min,"Children & Family Movies, Documentaries",A suspenseful ride following a group determined to uncover the truth.
s498,Movie,Hidden Journey,Wei Costa,"Elena Dubois, Carlos Silva, Sofia Costa, Aarav Khan",United Kingdom,"August 24, 2024",2015,PG,67 min,"Sci-Fi & Fantasy, Thrillers",A suspenseful ride following a group determined to uncover the truth.
s793,Movie,Quiet Frontier,Aarav Costa,"Amara Dubois, Noah Müller, Carlos Rossi, Yuki Kim, James Rossi",Australia,"January 23, 2021",2020,PG-13,86 min,Romantic Movies,A suspenseful ride following a group determined to uncover the truth.
s965,Movie,Burning Mirror,Carlos Costa,"Fatima Khan, Elena Brown, Aarav Khan, Fatima Sharma",India,"October 13, 2020",2019,PG-13,117 min,Action & Adventure,An emotional journey that blends humor and heartbreak in equal measure.
s516,Movie,Burning Harbor,Carlos Sharma,"Yuki Dubois, Kenji Costa, James Kim",United States,"August 1, 2019",2011,TV-14,75 min,Children & Family Movies,A gripping story that follows unexpected turns as characters confront their past.
s1096,Movie,Lost Harbor,Amara Sharma,"Elena Park, Aiko Müller",South Korea,"April 8, 2023",2014,G,61 min,"Sci-Fi & Fantasy, Romantic Movies, Action & Adventure",A suspenseful ride following a group determined to uncover the truth.
s543,Movie,Forgotten Journey,Diego Cohen,"Aiko Khan, Meera Fernandez",United States,"February 14, 2022",2010,PG,74 min,"Children & Family Movies, Romantic Movies","A tightly wound story exploring family, betrayal, and the search for belonging."
s457,Movie,Lost Symphony,Kenji Costa,"Aiko Garcia, James Sharma",Germany,"October 26, 2022",2009,R,134 min,Comedies,A suspenseful ride following a group determined to uncover the truth.
s634,TV Show,Quiet Echoes: Tapes,Yuki Fernandez,"Liam Nguyen, Liam Dubois, Aiko Dubois, Fatima Müller, Nina Fernandez",United Kingdom,"July 12, 2020",2005,TV-14,1 Season,Anime Series,A suspenseful ride following a group determined to uncover the truth.
s432,Movie,Last Streets,Nina Brown,"Yuki Fernandez, Fatima Rossi, Priya Tanaka, Noah Nguyen, Aiko Nguyen",,"March 12, 2024",2024,R,114 min,Dramas,"A tightly wound story exploring family, betrayal, and the search for belonging."
s628,TV Show,Distant Empire,,"Priya Tanaka, Priya Dubois",United States,"January 20, 2023",2017,TV-14,3 Seasons,"Crime TV Shows, Anime Series, Romantic TV Shows",A gripping story that follows unexpected turns as characters confront their past.
s729,Movie,Forgotten Promise,,"Daniel Tanaka, Nina Müller",Australia,"June 12, 2024",2024,R,84 min,Action & Adventure,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s210,Movie,Broken Frontier,,"Aiko Khan, Priya Fernandez, Elena Patel",Japan,"November 9, 2023",2010,R,134 min,Thrillers,A suspenseful ride following a group determined to uncover the truth.
s317,Movie,Dark Streets,Diego Nakamura,"Kenji Costa, James Costa",United States,"May 7, 2021",2008,PG,107 min,"Independent Movies, Sci-Fi & Fantasy, Comedies","A tightly wound story exploring family, betrayal, and the search for belonging."
s514,TV Show,Golden Legacy: Tapes,Amara Silva,"Aarav Garcia, Yuki Kim, Aarav Müller, Wei Silva",Mexico,"June 9, 2024",2017,TV-14,1 Season,Docuseries,A suspenseful ride following a group determined to uncover the truth.
s830,Movie,Broken Whisper,Amara Patel,"Grace Patel, Elena Brown, Carlos Kim, Aiko Costa",India,"February 7, 2018",2015,TV-MA,112 min,Documentaries,An emotional journey that blends humor and heartbreak in equal measure.
s320,Movie,Wild Skyline,,"Priya Rossi, Meera Khan",Canada,"May 5, 2019",2010,PG-13,96 min,"Action & Adventure, Romantic Movies",An emotional journey that blends humor and heartbreak in equal measure.
s1032,Movie,Wild Kingdom,Kenji Garcia,"Daniel Rossi, Carlos Costa, Fatima Tanaka, Priya Cohen",,"May 9, 2018",2008,R,165 min,"Action & Adventure, Romantic Movies, Dramas",A gripping story that follows unexpected turns as characters confront their past.
s142,TV Show,Distant Kingdom: Diaries,,"Carlos Silva, Aarav Nakamura",Germany,"September 5, 2018",2007,TV-MA,1 Season,"International TV Shows, Docuseries",An emotional journey that blends humor and heartbreak in equal measure.
s1111,Movie,Lost Harbor,Aarav Garcia,"Fatima Dubois, Lucas Khan, Kenji Johnson",United States,"June 24, 2022",2006,TV-14,78 min,"Sci-Fi & Fantasy, Comedies, Romantic Movies",A suspenseful ride following a group determined to uncover the truth.
s754,TV Show,Dark Skyline,,,Canada,"September 2, 2020",2005,TV-G,5 Seasons,Docuseries,An emotional journey that blends humor and heartbreak in equal measure.
s1002,Movie,Forgotten Shadows,Kenji Khan,,France,"October 9, 2021",2021,PG,133 min,"Action & Adventure, Children & Family Movies, Thrillers",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s1240,TV Show,Silent River,,,France,"November 17, 2022",2022,TV-Y,1 Season,Reality TV,A gripping story that follows unexpected turns as characters confront their past.
s581,Movie,Burning Harbor,Sofia Johnson,"Carlos Kim, Kenji Nakamura, Priya Costa",United States,"August 25, 2017",2008,PG-13,173 min,Action & Adventure,A suspenseful ride following a group determined to uncover the truth.
s563,Movie,Last Storm,Meera Müller,"Liam Nguyen, Sofia Silva, Wei Dubois",Spain,"March 25, 2024",2024,PG,95 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",A heartfelt look at ordinary lives caught in extraordinary circumstances.
s399,TV Show,Crimson Storm,,"Aiko Johnson, Diego Tanaka, Liam Park, Aiko Fernandez, Elena Fernandez",Germany,"March 27, 2017",2010,TV-Y,4 Seasons,International TV Shows,"A tightly wound story exploring family, betrayal, and the search for belonging."
s669,TV Show,Hidden Harbor,,"Aiko Park, Fatima Garcia, Amara Müller, Amara Fernandez, Lucas Dubois",United States,"July 6, 2021",2017,TV-MA,5 Seasons,International TV Shows,A heartfelt look at ordinary lives caught in extraordinary circumstances.
s253,TV Show,Crimson Storm,,"Wei Tanaka, Kenji Tanaka, Lucas Park, Meera Silva",India,"May 24, 2020",2020,TV-MA,1 Season,"Reality TV, Crime TV Shows, International TV Shows",An emotional journey that blends humor and heartbreak in equal measure.
s908,Movie,Lost Journey,Elena Müller,,United States,"June 7, 2020",2015,R,141 min,"Action & Adventure, Horror Movies, Dramas",A gripping story that follows unexpected turns as characters confront their past.
s469,Movie,Dark Symphony,Diego Costa,"Carlos Brown, Grace Tanaka, Liam Tanaka, Kenji Brown, Daniel Fernandez",Australia,"August 26, 2020",2009,TV-14,76 min,"Romantic Movies, Comedies","Set against a vivid backdrop, this tells a tale of ambition, loss, and reinvention."
s915,Movie,Hidden River,Liam Cohen,"Elena Costa, Noah Brown, Yuki Brown, Carlos Müller, Noah Garcia",Mexico,"May 26, 2020",2013,PG-13,100 min,"Dramas, Children & Family Movies","A tightly wound story exploring family, betrayal, and the search for belonging."
